3,Contrasts mark economy under Bush,"The gross domestic product is up, but jobs are down. Economists say yes, that is possible. MIAMI - It seems, at first blush, to be a baffling contradiction."
3,"Marine City priest leaves foundation \$575,000 bequest","Following a lifetime of helping people through his church work, a \$575,000 gift from the Rev. Donald Bartone will help renew that dedication nearly two years after his death."
3,Junk-bond funds are OK  in small amounts,"Q: My wife and I bought \$60,000 worth of Lehman Brothers First Trust Opportunity Fund (ticker: LBC) in March 2004. This represents 25 percent of our investments."
3,Arranging trust benefits minus the expense,"Maybe you can live -- and die -- without them. Wealthy Americans often use a fistful of trusts to slash estate taxes, avoid probate, and control how their money is divvied up. But if your worldly assets are shy of seven figures -- meaning you're unlikely to get hit with estate taxes -- you may want to consider some cut-rate ..."
3,'Electronic check conversion' gaining,I've been explaining quite a bit of late about a new federal law that allows banks to convert your checks to digital images.
3,"You have mail, always, with a BlackBerry",Washington lawyer William Wilhelm knows from experience that not everybody loves his BlackBerry as much as he does.
4,Want to fly into space? Get in line,A commercial spaceliner and a Woodstock-like space festival are the next planned steps in what has been called a  quot;personal space flight revolution.
2,No rust on Golden Bears,"CORVALLIS, Ore. -- Tenth-ranked California jumped out to an early 28-7 lead and never let up in a 49-7 rout of Oregon State yesterday."
2,Auburn simply awesome,"KNOXVILLE, Tenn. -- Jason Campbell threw for 252 yards and two touchdowns, and No. 8 Auburn proved itself as a national title contender by overwhelming No."
2,Top 25 roundup: Purdue ends long Irish streak,Purdue senior quarterback Kyle Orton demolished both a secondary and a streak as he led the 15th-ranked Boilermakers to a 41-16 victory over Notre Dame (3-2).
2,Drivers at Talladega seek to avoid trouble,"For the 10 drivers competing in NASCAR #39;s new 10-race Nextel Cup Series playoff, there will be one key goal at Talladega Superspeedway: staying out of trouble."
2,Sharapova triumphs at Korea Open,"SEOUL, South Korea - Wimbledon champion Maria Sharapova won the Korea Open on Sunday, routing Polands Marta Domachowska 6-1, 6-1."
2,Notebook: Bowa fired as Phillies #39; manager,Larry Bowa #39;s fiery personality made him a fan favorite during his playing days in Philadelphia. It also helped cost him his job as manager.
1,India wakes to day of mourning,Church congregations in north-east India are preparing to hold special services after blasts and gun attacks killed at least 56 people on Saturday.
1,US forces target insurgents moving weapons in Fallujah,"FALLUJAH, Iraq: Two civilians were killed and 10 injured in a series of overnight air strikes in rebel-held Fallujah, the city hospital said Sunday."
1,"Italy pays kidnappers, no questions asked","The low-intensity civil war fought by extremists on the left and right - known as the  quot;years of lead quot; -as marked by waves of bombings, assassinations and kidnappings that included the 1978 murder of former prime minister Aldo Moro."
4,Microsoft unveils free SQL management tool,"Microsoft today unveiled a technical preview of SQL Server 2005 Express Manager, a newly developed free database management tool and the second Community Technology Preview of the SQL Server 2005 database."
4,THE SONG REMAINS THE SAME,"The Recording Industry Association of America has wielded a heavy legal arsenal in its war against illegal music downloads, including filing another round of lawsuits on Thursday - this time against 762 people."
1,US SLAMS REBELS,"American-led forces backed by warplanes tightened their grip on the Iraqi rebel stronghold of Samarra yesterday, saying they had killed 125 militants in one of the largest offensives since the fall of Saddam Hussein."
3,OSC sees no evidence of market timing by insiders,Ontario #39;s securities watchdog said today it hasn #39;t found any evidence of  quot;market timing quot; by insiders of four major Canadian mutual fund firms that are the focus of a high-profile probe of the controversial trading strategy.
3,Lehman eyes UK hedge fund,"Source says the investment bank is in talks to buy GLG Partners, estimated to be worth \$1.5B. LONDON (Reuters) - Investment bank Lehman Brothers Holdings Inc."
2,Plenty of passing room,"Buddy Rice says it makes little difference where you start today #39;s Toyota Indy 400 at California Speedway . . . which is good news for Indy Racing League points leader Tony Kanaan, as well as the Indy 500 champion."
2,Virginia strikes out while District gets another at-bat,"WHILE WASHINGTON was celebrating a home run Wednesday, Northern Virginia stood helplessly at the plate watching a third strike go by."
1,"US, Iraqi forces seize control of Samarra","US and Iraqi forces announced they seized control of the Iraqi city Samarra on Saturday, after engaging in fierce battles with anti-occupation fighters."
1,Nationalists lead in Bosnia elections,"Bosnia #39;s main Muslim, Serb and Croat nationalist parties have been leading in an early count for local polls. Incomplete results released by the election organisers on Sunday indicated a strong backing for "
4,Yahoo's Home Page Gets Functional Facelift (washingtonpost.com),"washingtonpost.com - Yahoo's Spartan home page will look even less flashy soon, thanks to an upcoming makeover. The Web media giant offered a preview of its redesigned front page Tuesday (www.yahoo.com/upgrade) and said the simpler look will replace the old one in a few weeks."
4,"BlackBerry, Bluetooth Miss a Shot to Move Into More Hands (washingtonpost.com)","washingtonpost.com - BlackBerrys and Bluetooth share an embarrassing trait -- these two uses of wireless technology have remained stubbornly irrelevant to many mainstream users, despite the benefits they might offer and the hype they often get in the press."
1,Blasts Rock Indian Northeast in Escalating Violence (Reuters),"Reuters - Two bombs went off in India's\northeastern state of Assam Sunday, killing three people and\wounding 15 in escalating violence in the turbulent region,\blamed on separatist guerrillas."
1,Australian PM confident in final election week (AFP),AFP - The final week of Australia's October 9 election began with conservative Prime Minister John Howard confident of winning a fourth term and opposition leader Mark Latham embracing the underdog tag.
1,US attacks Falluja 'arms store',"A US air strike hits the rebellious city of Falluja, as the Iraqi government says it is now in control of Samarra."
4,Warning over US volcano eruption,US scientists warn that Mount St Helens volcano in Washington state is likely to erupt again at any time.
1,Afghan warlords hunt for votes ,"SHEBERGHAN, Afghanistan -- For the first time in its history, this desert town is showing off the trappings of democracy. Campaign posters decorate storefronts, and the local leader, General Abdul Rashid Dostum, has traded his military uniform for a dark suit and has hit the campaign trail."
1,Thousands riot after Pakistan funeral ,"SIALKOT, Pakistan -- Thousands of minority Shi'ite Muslims rampaged through this eastern Pakistan city for the second straight day yesterday, burning a police station and the mayor's office after a mass funeral for 31 people killed by a suicide bombing at a Shi'ite mosque."
1,Gang violence rises in Central America ,"SAN SALVADOR -- Homemade grenades started exploding midmorning Aug. 18 at La Esperanza, El Salvador's largest prison, and the 3,200 inmates locked inside the overcrowded cage stampeded to escape the blasts and the fireballs."
1,Losses mourned in an insurgent stronghold ,BAGHDAD -- US and Iraqi forces took control of the central Iraqi city of Samarra yesterday but engaged in sporadic clashes with insurgents who had dispersed into the narrowest of its closely packed streets to continue fighting in small bands.
1,Former guerrillas now hope to make mark at ballot box,BAGHDAD -- These days the Supreme Council for Islamic Revolution in Iraq is talking less and less about Islam and not at all about revolution.
1,"As fuel use rises, China eyes alternatives","BEIJING -- When the opening lyrics of ''Dark Side of the Moon quot; floated through the air at a Beijing bar on a recent evening, patrons sang along to the Pink Floyd classic. ''Breathe, breathe in the air, quot; they chanted in chorus. They seemed oblivious to the irony, in a city that is fast becoming one of the world's most polluted."
1,"Iraq's New Police: Scared, but at Least Employed","To listen to Iraq's new police officers is to hear the voices of under-equipped and under-trained men, often unnerved by the danger but determined to work."
3,Wal-Mart sales at low end of forecast,"Wal-Mart Stores Inc. said Saturday sales at stores open at least a year rose 2.3 percent in September, according to its preliminary tally, helped by sales of bedding, electronics, food and pet supplies."
2,Talladega: Waiting for the  #39;big one #39;,The belly butterflies will be in full flight this afternoon when the 43-car field takes the green flag at Talladega (Ala.) Superspeedway.
2,Cubs miss out again this year,"A season that started with such high hopes for the Cubs wound up with them being eliminated from playoff contention by their fifth straight loss, 8-6, to the Atlanta Braves Saturday."
2,TORRE SERVES HIS BAN (New York Post),"New York Post - TORONTO  #x2014; Suspended by MLB for yesterday's game, Yankee manager Joe Torre opted not to come to SkyDome at all, as Kevin Brown made his second start since returning from a broken left hand."
2,Hawaii's Chang Second on NCAA Pass List (AP),AP - Hawaii's Timmy Chang threw for 378 yards and three touchdowns and moved into second place on the NCAA's career passing yardage list as the Warriors defeated Tulsa 44-16 Saturday night.
2,Angels end up as the best in West,"OAKLAND, Calif. -- Once they got their chance to go head to head, the Anaheim Angels showed Oakland which team was best in the AL West."
2,Dodgers keep it going,"The Dodgers have spent many recent Octobers watching postseason baseball on television. This year, they'll be playing."
2,Straightening Jaguars' line,"Jaguars offensive line coach Paul Boudreau has had a tough time with hurricanes battering his house in St. Augustine, Fla., seemingly every week of late, but in a way it's a metaphor for what his line and the Jaguars have been all about this season."
2,Revolution take matters in hand,"FOXBOROUGH -- The Revolution revived their playoff hopes again last night, the combination of a 2-0 victory over the Dallas Burn at Gillette Stadium and Chicago's tie with Columbus sets the stage for another dramatic finish to the regular season."
2,Seeing Red,"Arnold  quot;Red quot; Auerbach, a transfer from Seth Low Junior College in Brooklyn, was a brand-new sophomore at George Washington University on a team filled with talented sophomores who had played together the previous season on an undefeated freshman team. It was 1936, and the newcomer had to prove his worth and battle for playing time at the Washington, D.C., school. ..."
2,Gators survive close shave,"GAINESVILLE, Fla. -- Chris Leak threw for a career-high 322 yards and three touchdowns, and No. 16 Florida held off a late rally to beat Arkansas, 45-30, yesterday."
2,Davis return buoys Badgers,"MADISON, Wis. -- Tailback Anthony Davis's return from an eye injury sparked No. 20 Wisconsin's stagnant offense and the Badgers' defense was as stout as ever in a 24-7 victory over Illinois yesterday."
2,"Holy Cross can't stop Fordham, losing streak","WORCESTER -- Close . . . but not quite. Holy Cross, in search of its first win in more than a year, suffered its second straight last-minute home loss yesterday, dropping a 42-35 decision to Patriot League foe Fordham at Fitton Field."
2,Jumbos hold off Bates,"Jason Casey threw a pair of second-quarter touchdown passes and Tufts stymied a fourth-quarter uprising to hold off Bates, 14-12, yesterday at Ellis Oval/Zimman Field in Somerville."
2,Rutgers ripped by Reyes,"Walter Reyes rushed for 237 yards and two touchdowns, including the decisive score with 2:24 left, and Syracuse beat visiting Rutgers, 41-31, yesterday in the Big East opener for both teams."
2,Sexton's first start a success,"TALLAHASSEE, Fla. -- Wyatt Sexton threw three touchdown passes in his starting debut and Leon Washington ran for 153 yards and a touchdown as No. 9 Florida State defeated North Carolina, 38-16, yesterday."
2,Mountaineers picked apart,"BLACKSBURG, Va. -- Vincent Fuller intercepted Rasheed Marshall's pass with 18 seconds left and Virginia Tech beat No. 6 West Virginia, 19-13, yesterday."
2,Shelton runs for five TDs,"LOUISVILLE, Ky. -- Eric Shelton ran for 129 yards and tied a Louisville record with five touchdowns on the ground yesterday to lead the No. 22 Cardinals to a 59-7 win over East Carolina."
2,BSC's Palumbowins tennis honor,"Kim Palumbo of Westwood made tennis history at Bridgewater State College as she became the first BSC tennis player to be named the Little East Conference Player of the Week when she was chosen for the period ending Sept. 25. The women's team, along with the men's program, joined the Little East this season, after playing an independent schedule for ..."
2,Rout ends the drought,"SOUTH BEND, Ind. -- Another week, another Big Ten opponent. Another win for Notre Dame?"
2,Auburn simply awesome,"KNOXVILLE, Tenn. -- Jason Campbell threw for 252 yards and two touchdowns, and No. 8 Auburn proved itself as a national title contender by overwhelming No. 10 Tennessee, 34-10, last night."
2,"In the end, Yale hearty and hale","Senior Andrew Sullivan booted a 37-yard field goal -- the longest in his career -- with seven seconds left to lead Yale to a come-from-behind, 31-28 nonleague win over Colgate in New Haven yesterday."
2,Dawson drives Crimson,"EASTON, Pa. -- Lafayette's offense excited its homecoming crowd of 5,365 with 399 total yards yesterday, but it was still no match for Harvard."
2,Boise State streaks on,"BOISE, Idaho -- Jared Zabransky threw for 190 yards and two touchdowns to lead No. 23 Boise State past Southern Methodist, 38-20, last night, extending the longest winning streak in the nation to 16 games."
2,Footnotes,"In the highest-scoring regulation game in Division 1-A history, Brian Nunez returned an interception 28 yards with 2:18 left for the last of 19 touchdowns, and San Jose State (2-2, 1-1, WAC) beat Rice, 70-63."
2,UNH surges with air attack,"Ricky Santos broke his own school record by throwing six touchdown passes and set a school mark with 538 passing yards as New Hampshire withstood Villanova's fourth-quarter rally for a 51-40 victory last night at Villanova, Pa."
2,Moats sinks Fresno St.,"RUSTON, La. -- Ryan Moats scored his fourth touchdown with less than four minutes left and finished with 236 yards rushing to lead Louisiana Tech to a 28-21 upset of No. 17 Fresno State last night."
2,Michigan's Henne heats up,"BLOOMINGTON, Ind. -- Chad Henne threw for 316 yards and three touchdowns, and Leon Hart returned a punt 76 yards for a score to help No. 19 Michigan rout Indiana, 35-14, yesterday."
2,Front-runner Eidmann finishes first,"With just 300 meters remaining in the Bob McIntyre Bay State Cross Country Invitational Division 2 race yesterday at Franklin Park, Katharina Eidmann began doubting herself.  quot;I was surprised, quot; said Eidmann, a junior at Winchester.  quot;My plan was to have people pushing me but I kind of pulled away early. When Greta Wicklund came up on me toward the end, ..."
2,Defense holds for Mansfield,"ATTLEBORO -- An unrelenting Mansfield defense forced four turnovers as the Hornets won the 2004 season's only scheduled matchup between defending Super Bowl winners, defeating Bishop Feehan, 17-7. Mansfield, last year's Division 3 champion, intercepted three passes and forced a key fumble on a Feehan punt return in the fourth quarter, leading to a game-clinching field goal."
2,Xaverian flashes show of strength,WESTWOOD -- A quick question: Which team deserves the No. 1 ranking? Acton-Boxboro? Everett? Xaverian? They all have legitimate claims to the throne.
2,Woburn's win is all Hart,"Reading fans knew Middlesex League rival Woburn had a sensational player in Boston College-bound running back Mike McLaughlin. Yesterday, the host Rockets learned Woburn also has Hart."
4,Bigger Eruption Predicted at Mount St. Helens,"Scientists monitoring Mount St. Helens, which erupted with a minor explosion on Friday, said that they were expecting a more powerful explosion within a day or so."
1,Indian Police Probe Northeast Bombings That Killed 49 People,Indian police said investigations are under way into attacks that left at least 49 people dead yesterday in two northeastern frontier states that have been troubled by insurgencies.
3,Florida vacation? Fuggeddaboudit!,"Area travel agents say forget about taking that fall-break getaway to hurricane-hammered Florida. The situation may not be much better by Thanksgiving, Christmas or even spring break for "
1,U.S. Spy Plane Crashes Near Base in Pakistan (Reuters),"Reuters - A pilotless U.S. spy plane\crashed near its military base in southern Pakistan on Sunday\but there were no casualties or damage, police said."
1,"Bush Raps Kerry, Slips in Newsweek Poll (AP)","AP - President Bush on Saturday ridiculed what he called the ""Kerry doctrine"" as a dangerous outsourcing of America's security, seeking to poke a hole in Sen. John Kerry's debate performance with what advisers see as his rival's biggest miscue."
4,Fall offers fine gazing,"Early autumn is a fine time for stargazers, with generally clear skies, moderate temperatures and darkness falling earlier and earlier in the evenings."
4,Open Source Champions Shoot Down Microsoft FAT Patent,"At the behest of the open source-loving Public Patent Foundation (PUBPAT), the US Patent and Trademark Office (PTO) has rejected all of the claims made in one of the four patents that Microsoft holds on the Windows file system."
2,Canas seals third title,Guillermo Canas wrapped up the Shanghai Open title with consummate ease on Sunday following a 6-1 6-0 win against Lars Burgsmuller.
1,Sharon vows to stop rockets,"Gaza City, Gaza Strip - Israel #39;s premier warned that his army #39;s largest operation in Gaza in four years would expand, after troops left dozens of dead and rows of houses destroyed, aiming at stopping Palestinian rocket attacks on border towns."
1,Fight for Aristide continues,"Supporters demanding the return of ousted president Jean-Bertrand Aristide hurled stones and fired shots in the air yesterday, the third straight day of violent protests that have killed 12 people so far."
1,US forces continue Samarra hunt,US forces continued to search door-to-door for any remaining insurgents in Samarra Sunday as citizens arrived at the city #39;s main hospital to claim the bodies of those killed.
1,Optimism from Bigley negotiator,"A Muslim negotiator involved in trying to free British hostage Ken Bigley has expressed guarded optimism he will be freed, it is reported."
1,Football: Glazer 'eyes Man U bid',American tycoon Malcolm Glazer is reportedly poised to launch a takeover bid for Manchester United.
2,NL Wrap: Finley Slams Dodgers to West Title, NEW YORK (Reuters) - Steve Finley hit a grand slam home run  to cap a seven-run rally in the bottom of the ninth inning as  the Los Angeles Dodgers clinched the NL West title with a 7-3  win over the San Francisco Giants Saturday.
2,Sharapova Strolls to Korea Open Title, SEOUL (Reuters) - Wimbledon champion Maria Sharapova  trounced Marta Domachowska 6-1 6-1 to win the Korea Open on  Sunday.
2,Houston Has No Problem Landing Wild Card Tie, HOUSTON (Reuters) - The red-hot Houston Astros slugged six  home runs on Saturday to beat the Colorado Rockies 9-3 and  clinch at least a tie for the National League wild card playoff  berth.
2,Flagging a poll: Not so fast on Bull dynasty',"For 12 days in the middle of August, a research firm commissioned by Sports Illustrated polled 1,004 sports fans on a variety of topics for the magazine's 50th anniversary issue."
2,Easy does it as Els retains WGC lead,"Ernie Els held off some early charges under blustery conditions yesterday and shot a 4-under-par 68 to finish where he started -- with a two-stroke lead at the American Express Championship at Thomastown, Ireland, and in great shape to win the World Golf Championship for the first time. Els bounced back from a bogey at No. 9 -- his only ..."
2,Phillies' Bowa is sent packing,"NAMES Donald Trump wasn't there giving his trademark hand gesture and uttering those famous words yesterday, but the outcome was the same. Larry Bowa , you're fired. Bowa, the manager of the Philadelphia Phillies, was canned a day before the end of yet another disappointing year. The Phillies failed to reach the playoffs for the 11th straight season after coming ..."
2,It just isn't Minutemen's time vs. BC,"The cynics will point to the final score of Boston College's 29-7 victory over the University of Massachusetts yesterday before an Alumni Stadium crowd of 43,262 and conclude that the Eagles didn't win convincingly enough against their Division 1-AA opponents."
3,"Bush touts tax relief, Edwards slams Bush record","President Bush, who credits three years of tax relief programs with helping strengthen the slow economy, said Saturday he would sign into law the Working Families Tax Relief Act to preserve tax cuts."
2,Rio is captaincy material: Ferguson,Manchester United manager Alex Ferguson sees Rio Ferdinand as a future captain of his club. Fergusons endorsement of his star defender comes a day after England boss Sven-Goran Eriksson hailed him as a future leader of his country.
2,Winner Sun thankful to rains for a cool morning,"New Delhi, Oct. 3 (PTI): Overnight rains came as a blessing in disguise for Chinese runner Yingjie Sun, who crushed Irish star Sonia O #39;Sullivan #39;s dream of completing a rare triple of world titles by winning "
2,Baseball Notes,"Larry Bowa was fired as manager of the Philadelphia Phillies yesterday, a day before the end of another disappointing year. The Phillies failed to reach the playoffs for the 11th straight season after coming "
1,New violence hits Gaza,"Two Palestinians were killed Sunday when Israeli soldiers fired at a house in the Jabalya refugee camp in Gaza, Palestinian hospital and medical sources said."
4,Choose your own adventure,"I got fired from my job last night. To celebrate I threw a party where I flirted with three women and danced with two men. I then trashed my house and, in a fit of angry spite, stole my neighbor #39;s garden gnome."
2,China #39;s Sun Yingjie wins women #39;s world half-marathon,China #39;s Sun Yingjie clocked 68 minutes and 40 minutes to win the women #39;s individual title of the world half-marathon championships here Sunday.
1,Blair undergoes heart operation,"British Prime Minister Tony Blair has had a successful operation for recurrent heart palpitations and is doing well, Sky TV reported on Friday."
3,IMF failing to agree on debt plan,The International Monetary Fund appears to be unable to agree on a debt relief plan for the world's poorest nations.
3,UK #39;s Brown Says No Agreement Reached on Poor Nations #39; Debt,"UK Chancellor of the Exchequer Gordon Brown said no deal has been reached on how to clear the debts of the world #39;s poorest nations, a debate that has divided the UK and US governments."
3,"Airbus and Boeing Must Avoid WTO Case, France #39;s Sarkozy Says","The European Union and the US must resolve differences over government aid to aircraft makers Airbus SAS and Boeing Co. and avoid taking the dispute to the World Trade Organization, French Finance Minister Nicolas Sarkozy said."
4,NASA Hopes to Build  #39;Giant Pinhole Camera #39;,Scientists hope to build a giant pinhole camera in space to spot planets orbiting distant stars. The New Worlds Imager would be the size of a football field with a 30ft wide hole in the centre.
2,Maybe it #39;s too subtle,"Please forgive us our nonchalance about nuance. At 228, we #39;re still a toddler nation among great civilizations. We can #39;t help it if we can #39;t make such a big hoo-ha about a mysterious Japanese man slapping singles in the quietest corner of our country."
2, #39;Caution #39; laps,"Of all places to bring NASCAR #39;s new Chase for the Championship, this is the chanciest. Restrictor-plate racing here is more about luck than speed or skill."
3,Bank leaders fail to reach pact,"WASHINGTON - World finance leaders, struggling to find a way to help the world #39;s poorest countries get out from under huge debts, did not reach agreement Saturday, but promised to devise a new plan by year #39;s end."
4,No space at the station as garbage piles up,"THERE #39;S no space in the space station. So a few weeks ago, the two astronauts who live there tossed out some useless junk. Only this stuff floated away in space."
4,Dreams take flight in Mojave,"Mojave, Calif.Years from now, when future historians write about the democratization of space, don #39;t be surprised if this dusty, scrappy little town comes to be known as the 21st-century equivalent of Kitty Hawk."
4,Two-thirds  #39;unlikely #39; to pay for music downloads,"Music downloading and file-sharing are on the increase, and record companies who attempt to regulate illegal downloaders get short shrift from internet users, a survey reveals today."
2,Canas thrashes Burgsmuller to win Shanghai Open,Argentine Guillermo Canas crushed Germany #39;s Lars Burgsmuller 6-1 6-0 to win the Shanghai Open on Sunday. Canas broke his opponent #39;s serve in the third game of the first set and 
2,Quinn displays progress from  #39;03,Last year Brady Quinn entered Purdue #39;s Ross-Ade Stadium as a tentative freshman embarking on a crash course in college quarterbacking.
